,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy
0,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,8760,10000.0,9049.538072492616,-9.504619275073837,156.9635691456633,100.0,0.0,9.859567172223759,8588.0,179,179,0,0.0,36.87150837988827,1.6098391732772075,-2.798976795640986,0.309894715661622,-0.26761103180064494,1.0,1.0,0.6683726082015907,-5.309843170432314
