,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
121,121,0,0.363861112966447,2023-09-09 15:00:00+00:00,25894.09,0.0,2023-09-09 16:00:00+00:00,25895.84,0.0,0.6367569476915378,6.758298901412261e-05,Long,Closed,121
122,122,0,0.3636828937651437,2023-09-09 22:00:00+00:00,25908.53,0.0,2023-09-09 23:00:00+00:00,25901.61,0.0,-2.51668562485429,-0.00026709350163821,Long,Closed,122
123,123,0,0.36558381141937296,2023-09-12 08:00:00+00:00,25766.93,0.0,2023-09-12 09:00:00+00:00,25869.97,0.0,37.6697559286531,0.003998924202456501,Long,Closed,123
124,124,0,0.36080643303158827,2023-09-13 12:00:00+00:00,26212.51,0.0,2023-09-13 13:00:00+00:00,26124.87,0.0,-31.621075790888426,-0.0033434417383150293,Long,Closed,124
125,125,0,0.3533652342815972,2023-09-16 02:00:00+00:00,26675.01,0.0,2023-09-16 03:00:00+00:00,26616.43,0.0,-20.70013542421475,-0.0021960629068179006,Long,Closed,125
126,126,0,0.35361367389960474,2023-09-17 10:00:00+00:00,26597.73,0.0,2023-09-17 11:00:00+00:00,26566.67,0.0,-10.983240711322651,-0.001167768828392597,Long,Closed,126
127,127,0,0.352541717199147,2023-09-18 05:00:00+00:00,26647.450000000004,0.0,2023-09-18 06:00:00+00:00,26622.83,0.0,-8.679577077442445,-0.0009239157968210252,Long,Closed,127
128,128,0,0.344585131887767,2023-09-19 11:00:00+00:00,27237.560000000005,0.0,2023-09-19 12:00:00+00:00,27139.15,0.0,-33.9106228290766,-0.0036130255426699083,Long,Closed,128
129,129,0,0.3514374707420744,2023-09-22 13:00:00+00:00,26609.99,0.0,2023-09-22 14:00:00+00:00,26679.08,0.0,24.28081485356961,0.0025963933094299966,Long,Closed,129
130,130,0,0.3522796435480893,2023-09-23 18:00:00+00:00,26615.3,0.0,2023-09-23 19:00:00+00:00,26610.09,0.0,-1.8353769428849773,-0.00019575206741980695,Long,Closed,130
131,131,0,0.3525710005597458,2023-09-24 14:00:00+00:00,26588.1,0.0,2023-09-24 15:00:00+00:00,26578.06,0.0,-3.539812845619963,-0.0003776125409487826,Long,Closed,131
132,132,0,0.3565446575160028,2023-09-25 22:00:00+00:00,26281.849999999995,0.0,2023-09-25 23:00:00+00:00,26304.81,0.0,8.186265336569704,0.0008736066905490442,Long,Closed,132
133,133,0,0.35715564859279353,2023-09-27 08:00:00+00:00,26259.81,0.0,2023-09-27 09:00:00+00:00,26397.79,0.0,49.280336392832396,0.005254417301572116,Long,Closed,133
134,134,0,0.3573117148419806,2023-09-28 02:00:00+00:00,26386.26,0.0,2023-09-28 03:00:00+00:00,26379.15,0.0,-2.5404862925261114,-0.0002694584226790368,Long,Closed,134
135,135,0,0.34943992292306725,2023-09-30 13:00:00+00:00,26973.39,0.0,2023-09-30 14:00:00+00:00,26992.38,0.0,6.635864136309465,0.0007040271912429694,Long,Closed,135
136,136,0,0.3420886438630959,2023-10-04 11:00:00+00:00,27572.430000000004,0.0,2023-10-04 12:00:00+00:00,27570.02,0.0,-0.8244336317111447,-8.740615172486311e-05,Long,Closed,136
137,137,0,0.3397475055143527,2023-10-06 11:00:00+00:00,27760.0,0.0,2023-10-06 12:00:00+00:00,27252.99,0.0,-172.2553827708325,-0.018264048991354524,Long,Closed,137
138,138,0,0.33138025141109584,2023-10-06 15:00:00+00:00,27941.12,0.0,2023-10-06 16:00:00+00:00,27877.74,0.0,-21.00288033443576,-0.002268341426542727,Long,Closed,138
139,139,0,0.32974169973280393,2023-10-08 01:00:00+00:00,28016.27,0.0,2023-10-08 02:00:00+00:00,28012.64,0.0,-1.1969623700297234,-0.0001295675691303276,Long,Closed,139
140,140,0,0.3310440064597624,2023-10-09 06:00:00+00:00,27902.440000000002,0.0,2023-10-09 07:00:00+00:00,27813.27,0.0,-29.519194056016204,-0.0031957778602874,Long,Closed,140
141,141,0,0.3328440971753495,2023-10-10 09:00:00+00:00,27662.85,0.0,2023-10-10 10:00:00+00:00,27610.0,0.0,-17.59081053571572,-0.0019105045214067057,Long,Closed,141
