,BTC_Start,BTC_End,BTC_Period,BTC_Start Value,BTC_End Value,BTC_Total Return [%],BTC_Benchmark Return [%],BTC_Max Gross Exposure [%],BTC_Total Fees Paid,BTC_Max Drawdown [%],BTC_Max Drawdown Duration,BTC_Total Trades,BTC_Total Closed Trades,BTC_Total Open Trades,BTC_Open Trade PnL,BTC_Win Rate [%],BTC_Best Trade [%],BTC_Worst Trade [%],BTC_Avg Winning Trade [%],BTC_Avg Losing Trade [%],BTC_Avg Winning Trade Duration,BTC_Avg Losing Trade Duration,BTC_Profit Factor,BTC_Expectancy,BTC_Sharpe Ratio,BTC_Calmar Ratio,BTC_Omega Ratio,BTC_Sortino Ratio
0,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,365 days 01:00:00,10000.0,9639.139657216681,-3.608603427833186,156.81268151016346,100.0,1091.0601821818386,26.933126806338297,332 days 06:00:00,59,58,1,-114.40224551978099,68.96551724137932,3.694628180924874,-11.932109308601845,1.3636004412445142,-3.0428692801605792,1 days 19:40:30,7 days 10:43:20,0.9531215899792808,-4.24927753902638,0.0034467289703894633,-0.13396881401009986,1.0001582251638543,0.004693114574292406
